"country","year","avg_hourly_demand","population","gdp","industrial","manuf","growth","gdp_defl","service","GNI","household_con","rural","longterm_model_predictions"
"HU",2006,4883.54001598356,10071370,118257499574.879,32156406283.6534,23286222746.7412,3.9460668802932,3.65668643970305,66353685589.6655,111783026085.4,57136473900.1439,3334127,4921.02693576297
"HU",2007,4990.01621189634,10055780,118585513679.933,31664668833.561,22597217467.3917,0.277372772325805,5.44367721666583,66204271537.5694,110810782114.505,58711165033.0652,3276073,4992.62935856066
"HU",2008,4967.15643857452,10038188,119776044677.938,30855590058.6669,21876280206.4789,1.00394302900897,4.80613866757824,67625737753.6688,112313978978.458,58957078434.54,3217942,4888.94103489286
"HU",2009,4722.30836853522,10022650,111873380290.514,28068302616.0792,19164155007.2398,-6.59786721850169,4.1990645514699,63627857013.9198,107936916746.172,55095884507.9433,3161144,4716.6137918252
"HU",2010,4444.4137458614,10000023,113077422068.682,28495401599.9975,20442744790.7613,1.0762540427767,2.53257045300049,64067891296.9311,108691012066.265,56644232859.9128,3108907,4469.49796106184
"HU",2011,4470.88765840849,9971727,115188393760.125,28917014529.5037,21238130556.0259,1.86683747544298,1.92872070289376,64502827998.857,109385684376.147,57691856745.3275,3055537,4494.74220612033
"HU",2012,4428.26790390527,9920362,113748278485.318,28457771271.2086,21012159916.79,-1.25022602347063,2.89276167816158,62869681862.6706,107835001766.712,55783686538.1087,3008052,4501.85105856706
"HU",2013,4455.61365452677,9893082,115798616344.321,29006486276.7577,21670705184.5908,1.80252210082266,2.82053189026186,64249311858.9051,111580252244.189,58012402124.4933,2972574,4382.26451314271
"HU",2014,4510.13962781139,9866468,120699456740.623,31008340838.7,23461836547.5089,4.23220980614269,3.6927260947232,66227266759.0009,114815624390.288,62982917199.5471,2937544,4495.57979785631
"HU",2015,4652.17855919626,9843028,125174166987.372,33024989931.3543,25304316540.3239,3.7073159793626,2.7757419080134,67696322483.0624,119182529780.817,67310080131.7137,2903693,4673.17235454976
"HU",2016,4768.82198656648,9814023,127929252772.234,32612352996.8741,25081459727.4415,2.20100189293856,1.3204719948326,70934282164.9491,124874938365.568,67657343712.2004,2867756,4748.20095548314
"HU",2017,4903.9758847032,9787966,133394359768.376,33574934654.4265,25513657284.8965,4.27197601620695,4.02970505144422,74549204277.1013,127668279204.89,70252929556.8517,2832442,4868.83981408085
"HU",2018,4944.0158390411,9775564,140547408554.321,35255402391.5546,26006124353.0719,5.36233225929902,4.8467792728862,78543478505.3472,133503512999.74,75155538202.4463,2800601,4965.23840177834
"HU",2019,4970.1533390411,9771141,147374909829.683,36426549754.3737,25696999414.9103,4.85779236030737,4.7717571822967,83134152028.8973,142063582433.122,78881833549.0045,2770705,4992.89105036903
"HU",2020,4884.42577054794,9750149,140673383870.477,34319455263.8635,24366522426.7118,-4.54726382323224,6.40490683034116,79641347783.5058,138142445200.612,76327411566.7549,2735697,5112.72398114428
"HU",2021,5083.00525114155,9709891,150685552164.535,36544221695.1424,25544200860.1295,7.11731531479809,6.30272339430067,85908781840.8035,143103473419.67,80207052381.3438,2694980,4998.70950136326
