"month","wday","hour","modelfit"
5,"Fri",13,2152.36931818178
5,"Fri",14,1765.0056818183
5,"Fri",15,1542.32386363633
5,"Fri",16,1214.14204545452
5,"Fri",17,959.687499999997
5,"Fri",18,816.278409090975
5,"Fri",19,993.869318181819
5,"Fri",20,1304.73295454537
5,"Fri",21,1092.41477272727
5,"Fri",22,-213.176136363657
5,"Fri",23,-1536.53977272726
5,"Fri",24,-2663.22159090909
5,"Sat",1,-3334.05303030305
5,"Sat",2,-1783.09848484839
5,"Sat",3,-1915.28030303032
5,"Sat",4,-2205.78030303023
5,"Sat",5,-2527.23484848483
5,"Sat",6,-1503.46212121211
5,"Sat",7,-171.825757575833
5,"Sat",8,1034.90151515147
5,"Sat",9,1820.12878787897
5,"Sat",10,2086.53787878791
5,"Sat",11,2209.26515151524
5,"Sat",12,2014.21969696983
5,"Sat",13,1716.76515151512
5,"Sat",14,1155.58333333344
5,"Sat",15,895.128787878759
5,"Sat",16,579.583333333314
5,"Sat",17,415.310606060597
5,"Sat",18,424.674242424293
5,"Sat",19,562.219696969697
5,"Sat",20,913.992424242352
5,"Sat",21,993.44696969697
5,"Sat",22,-21.5530303030517
5,"Sat",23,-1273.3712121212
5,"Sat",24,-2365.05303030303
6,"Sun",1,-3099.58730158729
6,"Sun",2,-1719.70039682535
6,"Sun",3,-2015.6051587302
6,"Sun",4,-2613.03373015874
6,"Sun",5,-2751.98611111103
6,"Sun",6,-2200.41468253975
6,"Sun",7,-1326.46230158727
6,"Sun",8,-335.271825396807
6,"Sun",9,531.871031746027
6,"Sun",10,1027.87103174602
6,"Sun",11,1265.96626984126
6,"Sun",12,1327.06150793657
6,"Sun",13,1275.2996031746
6,"Sun",14,935.823412698404
6,"Sun",15,689.918650793617
6,"Sun",16,569.871031746058
6,"Sun",17,668.10912698411
6,"Sun",18,912.775793650775
6,"Sun",19,1221.87103174604
6,"Sun",20,1303.1091269841
6,"Sun",21,1620.15674603174
6,"Sun",22,1381.68055555554
6,"Sun",23,212.156746031751
6,"Sun",24,-741.986111111114
6,"Mon",1,-1232.39087301585
6,"Mon",2,-5368.89880952393
6,"Mon",3,-5408.23214285724
6,"Mon",4,-5633.6607142857
6,"Mon",5,-4904.23214285703
6,"Mon",6,-1942.5178571429
6,"Mon",7,466.482142857025
6,"Mon",8,1756.57738095234
6,"Mon",9,2270.86309523819
6,"Mon",10,2350.14880952383
6,"Mon",11,2721.24404761902
6,"Mon",12,2890.95833333349
6,"Mon",13,2790.29166666666
6,"Mon",14,2460.43452380949
6,"Mon",15,2303.33928571418
6,"Mon",16,2036.72023809534
6,"Mon",17,1766.95833333328
6,"Mon",18,1539.14880952377
6,"Mon",19,1674.3392857143
6,"Mon",20,1580.10119047613
6,"Mon",21,1338.29166666666
6,"Mon",22,278.196428571413
6,"Mon",23,-1278.94642857143
6,"Mon",24,-2504.23214285715
6,"Tue",1,-3177.4109848485
6,"Tue",2,-4022.24999999997
6,"Tue",3,-4108.34090909101
6,"Tue",4,-4424.47727272723
6,"Tue",5,-4004.20454545452
6,"Tue",6,-1497.25000000001
6,"Tue",7,658.931818181709
6,"Tue",8,1718.47727272722
6,"Tue",9,2125.06818181842
6,"Tue",10,2153.02272727276
6,"Tue",11,2500.52272727284
6,"Tue",12,2628.38636363653
6,"Tue",13,2519.11363636358
6,"Tue",14,2190.15909090923
6,"Tue",15,2009.06818181815
6,"Tue",16,1697.43181818179
6,"Tue",17,1375.06818181818
6,"Tue",18,1176.61363636371
6,"Tue",19,1306.93181818182
6,"Tue",20,1239.70454545445
6,"Tue",21,961.295454545455
6,"Tue",22,-98.0227272727423
6,"Tue",23,-1626.29545454544
6,"Tue",24,-2894.93181818181
6,"Wed",1,-3593.74404761903
6,"Wed",2,-4003.28769841273
6,"Wed",3,-4090.5257936508
6,"Wed",4,-4395.85912698417
6,"Wed",5,-3962.76388888877
6,"Wed",6,-1490.81150793645
6,"Wed",7,649.378968253791
6,"Wed",8,1739.85515873011
6,"Wed",9,2120.33134920646
6,"Wed",10,2136.99801587304
6,"Wed",11,2542.61706349203
6,"Wed",12,2672.42658730174
6,"Wed",13,2593.4742063492
6,"Wed",14,2202.75992063489
6,"Wed",15,2044.09325396814
6,"Wed",16,1744.04563492074
6,"Wed",17,1462.617063492
6,"Wed",18,1208.75992063488
6,"Wed",19,1312.33134920637
6,"Wed",20,1177.23611111106
6,"Wed",21,875.66468253968
6,"Wed",22,-178.716269841292
6,"Wed",23,-1701.90674603174
6,"Wed",24,-2966.76388888889
6,"Thu",1,-3678.72420634919
6,"Thu",2,-3257.89285714288
6,"Thu",3,-3388.36904761903
6,"Thu",4,-3800.13095238099
6,"Thu",5,-3568.98809523798
6,"Thu",6,-1577.55952380948
6,"Thu",7,305.583333333202
6,"Thu",8,1355.29761904757
6,"Thu",9,1820.44047619057
6,"Thu",10,1885.63095238097
6,"Thu",11,2195.48809523807
6,"Thu",12,2308.29761904775
6,"Thu",13,2227.91666666666
6,"Thu",14,1910.34523809521
6,"Thu",15,1757.53571428561
6,"Thu",16,1474.39285714294
6,"Thu",17,1237.05952380947
6,"Thu",18,1073.01190476187
6,"Thu",19,1151.53571428573
6,"Thu",20,1085.29761904758
6,"Thu",21,948.249999999996
6,"Thu",22,42.8214285714058
6,"Thu",23,-1393.03571428572
6,"Thu",24,-2564.98809523809
6,"Fri",1,-3168.8787878788
6,"Fri",2,-3898.98295454542
6,"Fri",3,-4003.07386363645
6,"Fri",4,-4321.25568181814
6,"Fri",5,-3926.61931818178
6,"Fri",6,-1616.48295454547
6,"Fri",7,457.744318181697
6,"Fri",8,1582.0170454545
6,"Fri",9,2059.88068181841
6,"Fri",10,2176.60795454549
6,"Fri",11,2532.28977272738
6,"Fri",12,2648.06250000015
6,"Fri",13,2563.28977272723
6,"Fri",14,2196.88068181832
6,"Fri",15,2056.06249999996
6,"Fri",16,1759.3352272727
6,"Fri",17,1455.47159090908
6,"Fri",18,1193.06250000008
6,"Fri",19,1197.74431818182
6,"Fri",20,1004.33522727264
6,"Fri",21,747.062500000004
6,"Fri",22,-148.528409090932
6,"Fri",23,-1519.16477272727
6,"Fri",24,-2726.66477272727
6,"Sat",1,-3474.67803030305
6,"Sat",2,-1930.72916666656
6,"Sat",3,-2122.95643939397
6,"Sat",4,-2659.32007575751
6,"Sat",5,-2744.54734848483
6,"Sat",6,-1609.09280303029
6,"Sat",7,-214.092803030382
6,"Sat",8,1096.40719696965
6,"Sat",9,1936.95265151534
6,"Sat",10,2236.22537878791
6,"Sat",11,2406.04356060615
6,"Sat",12,2245.81628787893
6,"Sat",13,1948.36174242421
6,"Sat",14,1369.17992424253
6,"Sat",15,1103.2708333333
6,"Sat",16,858.225378787861
6,"Sat",17,676.998106060601
6,"Sat",18,609.225378787935
6,"Sat",19,622.361742424242
6,"Sat",20,470.225378787809
6,"Sat",21,497.861742424239
6,"Sat",22,-40.0473484848637
6,"Sat",23,-1268.13825757575
6,"Sat",24,-2388.45643939394
7,"Sun",1,-3121.52840909092
7,"Sun",2,-1713.29734848478
7,"Sun",3,-1925.38825757581
7,"Sun",4,-2386.52462121212
7,"Sun",5,-2694.47916666664
7,"Sun",6,-2206.57007575756
7,"Sun",7,-1366.25189393945
7,"Sun",8,-414.706439393973
7,"Sun",9,487.611742424293
7,"Sun",10,1064.884469697
7,"Sun",11,1254.88446969702
7,"Sun",12,1291.1117424243
7,"Sun",13,1267.92992424241
7,"Sun",14,958.066287878836
7,"Sun",15,699.611742424232
7,"Sun",16,587.83901515151
7,"Sun",17,655.839015151506
7,"Sun",18,860.83901515154
7,"Sun",19,1120.24810606061
7,"Sun",20,1274.74810606056
7,"Sun",21,1699.42992424242
7,"Sun",22,1308.65719696969
7,"Sun",23,191.611742424247
7,"Sun",24,-759.524621212122
7,"Mon",1,-1258.24456521741
7,"Mon",2,-5190.54891304344
7,"Mon",3,-5212.3749999998
7,"Mon",4,-5311.54891304351
7,"Mon",5,-4799.72282608678
7,"Mon",6,-2146.59239130458
7,"Mon",7,155.320652173905
7,"Mon",8,1551.10326086959
7,"Mon",9,2206.01630434762
7,"Mon",10,2376.05978260865
7,"Mon",11,2753.19021739135
7,"Mon",12,2935.49456521741
7,"Mon",13,2914.62500000025
7,"Mon",14,2558.49456521743
7,"Mon",15,2360.53804347836
7,"Mon",16,2011.88586956518
7,"Mon",17,1676.14673913036
7,"Mon",18,1478.79891304347
7,"Mon",19,1560.32065217386
7,"Mon",20,1570.10326086954
7,"Mon",21,1371.75543478263
7,"Mon",22,144.016304347861
7,"Mon",23,-1319.89673913043
7,"Mon",24,-2496.72282608695
7,"Tue",1,-3138.50757575759
7,"Tue",2,-3910.67234848482
7,"Tue",3,-3963.76325757585
7,"Tue",4,-4188.12689393935
7,"Tue",5,-3942.44507575755
7,"Tue",6,-1698.1268939394
7,"Tue",7,331.964015151412
7,"Tue",8,1512.55492424237
7,"Tue",9,2009.64583333356
7,"Tue",10,2088.14583333337
7,"Tue",11,2496.23674242435
7,"Tue",12,2616.00946969713
7,"Tue",13,2595.00946969692
7,"Tue",14,2198.14583333347
7,"Tue",15,2020.10037878784
7,"Tue",16,1690.82765151513
7,"Tue",17,1377.05492424242
7,"Tue",18,1169.69128787886
7,"Tue",19,1278.69128787879
7,"Tue",20,1248.82765151505
7,"Tue",21,1071.8731060606
7,"Tue",22,-126.990530303053
7,"Tue",23,-1599.39962121211
7,"Tue",24,-2798.2178030303
7,"Wed",1,-3466.05681818183
7,"Wed",2,-3913.97537878782
7,"Wed",3,-3971.38446969707
7,"Wed",4,-4190.70265151509
7,"Wed",5,-3972.47537878785
7,"Wed",6,-1735.1571969697
7,"Wed",7,320.024621211988
7,"Wed",8,1487.7973484848
7,"Wed",9,2017.4791666669
7,"Wed",10,2128.8882575758
7,"Wed",11,2497.43371212132
7,"Wed",12,2674.70643939409
7,"Wed",13,2633.20643939389
7,"Wed",14,2231.43371212135
7,"Wed",15,2085.07007575754
7,"Wed",16,1747.75189393937
7,"Wed",17,1394.43371212121
7,"Wed",18,1177.43371212129
7,"Wed",19,1293.97916666666
7,"Wed",20,1260.57007575747
7,"Wed",21,1032.79734848485
7,"Wed",22,-196.975378787892
7,"Wed",23,-1651.29356060605
7,"Wed",24,-2849.70265151515
7,"Thu",1,-3508.4753787879
7,"Thu",2,-3866.46401515147
7,"Thu",3,-3915.41856060616
7,"Thu",4,-4146.23674242419
7,"Thu",5,-3945.41856060604
7,"Thu",6,-1737.82765151516
7,"Thu",7,294.854166666572
7,"Thu",8,1448.89962121207
7,"Thu",9,1959.80871212144
7,"Thu",10,2072.94507575762
7,"Thu",11,2440.39962121223
7,"Thu",12,2597.80871212136
7,"Thu",13,2555.53598484844
7,"Thu",14,2190.12689393953
7,"Thu",15,2035.49053030299
7,"Thu",16,1696.03598484846
7,"Thu",17,1403.49053030302
7,"Thu",18,1171.35416666674
7,"Thu",19,1284.58143939393
7,"Thu",20,1247.85416666656
7,"Thu",21,1083.08143939394
7,"Thu",22,-96.8731060606316
7,"Thu",23,-1552.32765151514
7,"Thu",24,-2768.3731060606
7,"Fri",1,-3453.32765151517
7,"Fri",2,-3736.38257575754
7,"Fri",3,-3806.51893939402
7,"Fri",4,-3996.42803030297
7,"Fri",5,-3797.8371212121
7,"Fri",6,-1630.56439393939
7,"Fri",7,357.390151515053
7,"Fri",8,1540.02651515146
7,"Fri",9,2078.66287878811
7,"Fri",10,2214.4810606061
7,"Fri",11,2572.7537878789
7,"Fri",12,2674.34469696986
7,"Fri",13,2570.57196969692
7,"Fri",14,2170.43560606074
7,"Fri",15,2004.61742424238
7,"Fri",16,1691.98106060604
7,"Fri",17,1409.02651515151
7,"Fri",18,1174.70833333342
7,"Fri",19,1147.98106060606
7,"Fri",20,996.571969696876
7,"Fri",21,778.617424242427
7,"Fri",22,-284.882575757592
7,"Fri",23,-1658.97348484848
7,"Fri",24,-2858.60984848484
7,"Sat",1,-3621.79734848486
7,"Sat",2,-1787.92234848474
7,"Sat",3,-1960.74053030305
7,"Sat",4,-2399.55871212114
7,"Sat",5,-2695.01325757575
7,"Sat",6,-1676.74053030302
7,"Sat",7,-275.058712121295
7,"Sat",8,937.577651515106
7,"Sat",9,1806.35037878807
7,"Sat",10,2184.16856060609
7,"Sat",11,2381.75946969706
7,"Sat",12,2235.21401515166
7,"Sat",13,1902.62310606057
7,"Sat",14,1314.80492424253
7,"Sat",15,1086.12310606058
7,"Sat",16,847.623106060585
7,"Sat",17,674.35037878787
7,"Sat",18,624.168560606115
7,"Sat",19,615.895833333334
7,"Sat",20,512.168560605989
7,"Sat",21,640.123106060605
7,"Sat",22,-90.2405303030455
7,"Sat",23,-1306.92234848484
7,"Sat",24,-2443.74053030303
8,"Sun",1,-3177.00378787881
8,"Sun",2,-1763.42045454537
8,"Sun",3,-1959.28409090914
8,"Sun",4,-2061.60227272727
8,"Sun",5,-2500.37499999998
8,"Sun",6,-2258.10227272726
8,"Sun",7,-1418.64772727278
8,"Sun",8,-447.284090909123
8,"Sun",9,456.261363636421
8,"Sun",10,992.443181818216
8,"Sun",11,1164.80681818187
8,"Sun",12,1224.44318181824
8,"Sun",13,1195.53409090907
8,"Sun",14,897.85227272732
8,"Sun",15,675.715909090895
8,"Sun",16,583.761363636358
8,"Sun",17,654.7159090909
8,"Sun",18,884.761363636391
8,"Sun",19,1284.44318181818
8,"Sun",20,1981.17045454539
8,"Sun",21,1858.44318181818
8,"Sun",22,971.215909090897
8,"Sun",23,-101.51136363636
8,"Sun",24,-948.511363636365
8,"Mon",1,-1366.82954545454
8,"Mon",2,-5223.36174242432
8,"Mon",3,-5220.22537878802
8,"Mon",4,-4984.63446969694
8,"Mon",5,-4603.90719696966
8,"Mon",6,-2212.49810606063
8,"Mon",7,64.3655303029182
8,"Mon",8,1463.82007575752
8,"Mon",9,2133.45643939417
8,"Mon",10,2294.27462121217
8,"Mon",11,2698.9109848486
8,"Mon",12,2852.27462121228
8,"Mon",13,2845.59280303025
8,"Mon",14,2484.50189393953
8,"Mon",15,2324.82007575754
8,"Mon",16,2011.41098484846
8,"Mon",17,1688.09280303029
8,"Mon",18,1524.45643939402
8,"Mon",19,1777.91098484848
8,"Mon",20,2341.41098484837
8,"Mon",21,1508.09280303031
8,"Mon",22,-186.861742424272
8,"Mon",23,-1620.81628787878
8,"Mon",24,-2691.22537878788
8,"Tue",1,-3261.18750000002
8,"Tue",2,-3924.07954545452
8,"Tue",3,-3962.80681818191
8,"Tue",4,-3819.48863636357
8,"Tue",5,-3715.57954545451
8,"Tue",6,-1812.62499999998
8,"Tue",7,195.920454545336
8,"Tue",8,1420.96590909085
8,"Tue",9,1968.55681818205
8,"Tue",10,2079.28409090913
8,"Tue",11,2431.51136363647
8,"Tue",12,2562.46590909106
8,"Tue",13,2512.14772727268
8,"Tue",14,2096.73863636377
8,"Tue",15,1909.46590909088
8,"Tue",16,1609.87499999998
8,"Tue",17,1355.19318181817
8,"Tue",18,1151.73863636371
8,"Tue",19,1385.82954545455
8,"Tue",20,1980.8749999999
8,"Tue",21,1215.69318181819
8,"Tue",22,-410.170454545472
8,"Tue",23,-1819.30681818181
8,"Tue",24,-2901.94318181818
8,"Wed",1,-3496.94886363637
8,"Wed",2,-3893.63257575753
8,"Wed",3,-3930.99621212129
8,"Wed",4,-3805.95075757569
8,"Wed",5,-3733.17803030301
8,"Wed",6,-1838.08712121211
8,"Wed",7,145.594696969581
8,"Wed",8,1358.32196969692
8,"Wed",9,1936.09469696992
8,"Wed",10,2070.36742424247
8,"Wed",11,2427.0037878789
8,"Wed",12,2547.95833333348
8,"Wed",13,2480.18560606056
8,"Wed",14,2115.27651515165
8,"Wed",15,1960.9583333333
8,"Wed",16,1636.27651515149
8,"Wed",17,1334.64015151515
8,"Wed",18,1154.3674242425
8,"Wed",19,1363.32196969697
8,"Wed",20,1966.95833333323
8,"Wed",21,1242.54924242424
8,"Wed",22,-395.768939393963
8,"Wed",23,-1770.4962121212
8,"Wed",24,-2874.58712121212
8,"Thu",1,-3504.91123188407
8,"Thu",2,-3935.96557971003
8,"Thu",3,-3971.0960144926
8,"Thu",4,-3886.18297101449
8,"Thu",5,-3803.44384057961
8,"Thu",6,-1914.00905797118
8,"Thu",7,65.9909420289655
8,"Thu",8,1301.59963768118
8,"Thu",9,1894.03442028964
8,"Thu",10,2032.59963768111
8,"Thu",11,2442.25181159425
8,"Thu",12,2611.16485507248
8,"Thu",13,2543.20833333358
8,"Thu",14,2207.29528985511
8,"Thu",15,2041.33876811604
8,"Thu",16,1719.68659420287
8,"Thu",17,1424.46920289846
8,"Thu",18,1186.51268115941
8,"Thu",19,1423.99094202893
8,"Thu",20,1990.38224637678
8,"Thu",21,1207.51268115944
8,"Thu",22,-396.922101449241
8,"Thu",23,-1778.13949275362
8,"Thu",24,-2890.70471014492
8,"Fri",1,-3509.42234848486
8,"Fri",2,-3887.8579545454
8,"Fri",3,-3914.22159090919
8,"Fri",4,-3785.31249999994
8,"Fri",5,-3676.58522727271
8,"Fri",6,-1759.08522727269
8,"Fri",7,244.642045454431
8,"Fri",8,1505.00568181812
8,"Fri",9,2112.18750000025
8,"Fri",10,2250.41477272731
8,"Fri",11,2597.91477272739
8,"Fri",12,2701.5511363638
8,"Fri",13,2629.32386363631
8,"Fri",14,2209.82386363651
8,"Fri",15,2027.91477272723
8,"Fri",16,1722.55113636361
8,"Fri",17,1408.23295454545
8,"Fri",18,1154.68750000008
8,"Fri",19,1263.59659090909
8,"Fri",20,1734.14204545443
8,"Fri",21,932.823863636369
8,"Fri",22,-614.357954545472
8,"Fri",23,-1948.17613636362
8,"Fri",24,-3118.3125
8,"Sat",1,-3768.34469696971
8,"Sat",2,-1905.44507575747
8,"Sat",3,-2022.99053030305
8,"Sat",4,-2087.08143939386
8,"Sat",5,-2484.26325757573
8,"Sat",6,-1703.3996212121
8,"Sat",7,-396.626893939482
8,"Sat",8,898.691287878739
8,"Sat",9,1784.69128787898
8,"Sat",10,2100.10037878791
8,"Sat",11,2237.00946969706
8,"Sat",12,2128.4185606062
8,"Sat",13,1841.00946969693
8,"Sat",14,1268.64583333344
8,"Sat",15,1014.60037878785
8,"Sat",16,804.327651515134
8,"Sat",17,673.827651515139
8,"Sat",18,623.282196969755
8,"Sat",19,737.32765151515
8,"Sat",20,1239.00946969689
8,"Sat",21,842.918560606064
8,"Sat",22,-342.808712121227
8,"Sat",23,-1527.76325757575
8,"Sat",24,-2541.12689393939
9,"Sun",1,-3383.49431818183
9,"Sun",2,-1851.61363636355
9,"Sun",3,-2043.3863636364
9,"Sun",4,-2043.4318181818
9,"Sun",5,-2081.24999999998
9,"Sun",6,-2128.52272727269
9,"Sun",7,-1432.25000000006
9,"Sun",8,-424.931818181853
9,"Sun",9,398.795454545522
9,"Sun",10,845.113636363674
9,"Sun",11,996.704545454598
9,"Sun",12,1048.15909090915
9,"Sun",13,1022.06818181816
9,"Sun",14,698.38636363641
9,"Sun",15,483.068181818172
9,"Sun",16,400.113636363633
9,"Sun",17,635.886363636348
9,"Sun",18,1226.20454545458
9,"Sun",19,2499.84090909091
9,"Sun",20,2607.11363636355
9,"Sun",21,1603.25
9,"Sun",22,631.749999999984
9,"Sun",23,-389.613636363625
9,"Sun",24,-1169.97727272727
9,"Mon",1,-1524.0099206349
9,"Mon",2,-5451.61706349219
9,"Mon",3,-5419.33134920644
9,"Mon",4,-5047.18849206349
9,"Mon",5,-4112.90277777766
9,"Mon",6,-1516.37896825392
9,"Mon",7,713.811507936331
9,"Mon",8,1830.43055555549
9,"Mon",9,2150.28769841281
9,"Mon",10,2046.4781746032
9,"Mon",11,2318.00198412696
9,"Mon",12,2397.6686507938
9,"Mon",13,2305.71626984126
9,"Mon",14,1955.19246031743
9,"Mon",15,1922.57341269831
9,"Mon",16,1741.8115079366
9,"Mon",17,1630.85912698407
9,"Mon",18,1835.95436507932
9,"Mon",19,3067.2400793651
9,"Mon",20,2953.14484126977
9,"Mon",21,1256.57341269842
9,"Mon",22,-520.6646825397
9,"Mon",23,-1845.04563492064
9,"Mon",24,-2842.61706349206
9,"Tue",1,-3375.44246031744
9,"Tue",2,-4187.13690476196
9,"Tue",3,-4172.37499999997
9,"Tue",4,-3903.56547619051
9,"Tue",5,-3245.18452380943
9,"Tue",6,-1120.70833333323
9,"Tue",7,809.291666666474
9,"Tue",8,1724.72023809517
9,"Tue",9,1953.76785714297
9,"Tue",10,1799.91071428574
9,"Tue",11,2076.9583333333
9,"Tue",12,2144.62500000015
9,"Tue",13,2043.95833333333
9,"Tue",14,1703.33928571425
9,"Tue",15,1640.67261904751
9,"Tue",16,1474.86309523819
9,"Tue",17,1336.48214285708
9,"Tue",18,1515.72023809519
9,"Tue",19,2742.48214285716
9,"Tue",20,2662.33928571421
9,"Tue",21,961.19642857142
9,"Tue",22,-812.375000000019
9,"Tue",23,-2191.18452380952
9,"Tue",24,-3205.04166666667
9,"Wed",1,-3760.0984848485
9,"Wed",2,-4123.89204545448
9,"Wed",3,-4112.16477272736
9,"Wed",4,-3849.43749999992
9,"Wed",5,-3219.25568181816
9,"Wed",6,-1098.66477272727
9,"Wed",7,850.971590908977
9,"Wed",8,1744.33522727268
9,"Wed",9,1974.15340909116
9,"Wed",10,1843.19886363641
9,"Wed",11,2071.28977272738
9,"Wed",12,2137.92613636379
9,"Wed",13,2044.92613636359
9,"Wed",14,1705.69886363649
9,"Wed",15,1643.65340909087
9,"Wed",16,1476.60795454544
9,"Wed",17,1328.47159090908
9,"Wed",18,1503.01704545463
9,"Wed",19,2685.69886363636
9,"Wed",20,2594.60795454532
9,"Wed",21,911.244318181825
9,"Wed",22,-857.392045454565
9,"Wed",23,-2214.43749999999
9,"Wed",24,-3249.07386363637
9,"Thu",1,-3777.67658730157
9,"Thu",2,-4107.31944444449
9,"Thu",3,-4126.79563492063
9,"Thu",4,-3865.31944444447
9,"Thu",5,-3240.986111111
9,"Thu",6,-1122.986111111
9,"Thu",7,777.299603174412
9,"Thu",8,1678.34722222215
9,"Thu",9,1935.20436507948
9,"Thu",10,1791.82341269844
9,"Thu",11,2085.25198412695
9,"Thu",12,2141.53769841285
9,"Thu",13,2070.20436507936
9,"Thu",14,1727.25198412696
9,"Thu",15,1676.01388888878
9,"Thu",16,1475.15674603184
9,"Thu",17,1337.34722222216
9,"Thu",18,1535.77579365074
9,"Thu",19,2706.20436507939
9,"Thu",20,2582.25198412691
9,"Thu",21,913.490079365065
9,"Thu",22,-804.557539682571
9,"Thu",23,-2165.70039682539
9,"Thu",24,-3207.79563492064
9,"Fri",1,-3785.92063492062
9,"Fri",2,-3993.20634920638
9,"Fri",3,-3976.77777777775
9,"Fri",4,-3705.92063492064
9,"Fri",5,-3082.39682539673
9,"Fri",6,-1034.87301587291
9,"Fri",7,844.365079364874
9,"Fri",8,1741.74603174596
9,"Fri",9,1987.07936507948
9,"Fri",10,1898.55555555558
9,"Fri",11,2170.22222222219
9,"Fri",12,2209.69841269856
9,"Fri",13,2103.12698412697
9,"Fri",14,1719.98412698409
9,"Fri",15,1650.55555555545
9,"Fri",16,1428.88888888898
9,"Fri",17,1295.0793650793
9,"Fri",18,1410.7936507936
9,"Fri",19,2489.74603174605
9,"Fri",20,2335.03174603168
9,"Fri",21,721.174603174603
9,"Fri",22,-919.063492063513
9,"Fri",23,-2176.77777777778
9,"Fri",24,-3229.30158730159
9,"Sat",1,-3884.83901515154
9,"Sat",2,-2004.85795454534
9,"Sat",3,-2116.58522727274
9,"Sat",4,-2080.40340909083
9,"Sat",5,-2051.03977272726
9,"Sat",6,-1505.22159090906
9,"Sat",7,-254.676136363724
9,"Sat",8,1024.59659090904
9,"Sat",9,1783.14204545475
9,"Sat",10,2031.23295454549
9,"Sat",11,2142.05113636373
9,"Sat",12,1957.09659090923
9,"Sat",13,1646.73295454542
9,"Sat",14,1049.5965909092
9,"Sat",15,807.142045454519
9,"Sat",16,633.869318181801
9,"Sat",17,569.369318181808
9,"Sat",18,839.68750000006
9,"Sat",19,1819.50568181818
9,"Sat",20,1750.2784090908
9,"Sat",21,577.051136363634
9,"Sat",22,-654.676136363652
9,"Sat",23,-1797.72159090908
9,"Sat",24,-2783.58522727273
10,"Sun",1,-3521.78219696971
10,"Sun",2,-2059.63257575757
10,"Sun",3,-2270.14506172839
10,"Sun",4,-2204.49621212131
10,"Sun",5,-2049.49621212119
10,"Sun",6,-1716.85984848491
10,"Sun",7,-1289.17803030301
10,"Sun",8,-380.450757575714
10,"Sun",9,381.821969696967
10,"Sun",10,758.867424242497
10,"Sun",11,884.412878787852
10,"Sun",12,923.867424242481
10,"Sun",13,865.412878787891
10,"Sun",14,562.68560606061
10,"Sun",15,361.321969696998
10,"Sun",16,545.77651515157
10,"Sun",17,1143.27651515156
10,"Sun",18,2276.95833333336
10,"Sun",19,2746.95833333333
10,"Sun",20,2260.6856060605
10,"Sun",21,1325.54924242424
10,"Sun",22,459.049242424231
10,"Sun",23,-512.132575757572
10,"Sun",24,-1268.95075757576
10,"Mon",1,-2313.00000000001
10,"Mon",2,-5645.33522727277
10,"Mon",3,-5588.38068181831
10,"Mon",4,-5171.19886363634
10,"Mon",5,-4076.92613636362
10,"Mon",6,-1030.8806818182
10,"Mon",7,999.255681818077
10,"Mon",8,2031.80113636359
10,"Mon",9,2263.75568181844
10,"Mon",10,2051.4829545455
10,"Mon",11,2242.43750000011
10,"Mon",12,2289.25568181834
10,"Mon",13,2250.16477272722
10,"Mon",14,1926.75568181832
10,"Mon",15,1818.52840909088
10,"Mon",16,1783.21022727271
10,"Mon",17,2058.75568181817
10,"Mon",18,2893.07386363647
10,"Mon",19,3245.75568181818
10,"Mon",20,2534.98295454532
10,"Mon",21,956.30113636364
10,"Mon",22,-754.607954545484
10,"Mon",23,-2079.97159090908
10,"Mon",24,-3078.97159090909
10,"Tue",1,-3656.79891304349
10,"Tue",2,-4367.03804347817
10,"Tue",3,-4348.21195652158
10,"Tue",4,-4069.60326086958
10,"Tue",5,-3231.9076086956
10,"Tue",6,-676.125000000175
10,"Tue",7,1073.26630434778
10,"Tue",8,1893.17934782611
10,"Tue",9,2066.26630434755
10,"Tue",10,1837.44021739125
10,"Tue",11,2016.39673913049
10,"Tue",12,2058.74456521741
10,"Tue",13,2018.04891304373
10,"Tue",14,1635.48369565221
10,"Tue",15,1534.78804347837
10,"Tue",16,1518.96195652171
10,"Tue",17,1808.04891304338
10,"Tue",18,2594.30978260868
10,"Tue",19,2913.17934782601
10,"Tue",20,2200.04891304344
10,"Tue",21,576.135869565251
10,"Tue",22,-1112.86413043474
10,"Tue",23,-2452.03804347827
10,"Tue",24,-3495.55978260869
10,"Wed",1,-3957.92803030304
10,"Wed",2,-4360.8503787878
10,"Wed",3,-4311.62310606069
10,"Wed",4,-4066.668560606
10,"Wed",5,-3239.21401515152
10,"Wed",6,-675.714015151522
10,"Wed",7,1076.24053030293
10,"Wed",8,1930.55871212116
10,"Wed",9,2107.92234848512
10,"Wed",10,1873.83143939398
10,"Wed",11,2084.64962121224
10,"Wed",12,2068.05871212137
10,"Wed",13,1992.33143939389
10,"Wed",14,1641.96780303043
10,"Wed",15,1534.55871212118
10,"Wed",16,1457.96780303028
10,"Wed",17,1736.14962121211
10,"Wed",18,2591.78598484859
10,"Wed",19,2897.05871212121
10,"Wed",20,2194.74053030289
10,"Wed",21,576.285984848488
10,"Wed",22,-1119.89583333336
10,"Wed",23,-2478.80492424242
10,"Wed",24,-3498.71401515151
10,"Thu",1,-4012.80681818183
10,"Thu",2,-4255.4507575757
10,"Thu",3,-4202.67803030312
10,"Thu",4,-3960.63257575752
10,"Thu",5,-3186.90530303029
10,"Thu",6,-619.041666666673
10,"Thu",7,1142.04924242414
10,"Thu",8,1984.95833333328
10,"Thu",9,2122.45833333361
