"country","year","avg_hourly_demand","population","gdp","industrial","manuf","growth","gdp_defl","service","GNI","household_con","rural","longterm_model_predictions"
"HR",2006,1934.83571183925,4311159,51575652378.8411,12067178930.4863,7109677038.25855,4.88693807069566,3.92349875012832,29267915003.8581,50285941745.7838,29624152480.0139,1962310,1951.55739708899
"HR",2007,1972.48350268295,4310217,54155008740.8506,12431657383.5817,7511499414.18636,5.00111243007304,4.23576245057755,31388372344.5402,52935803632.796,31892705688.7679,1954640,1966.87557723174
"HR",2008,2025.12250939315,4309705,55239118376.5197,12599327452.9709,7446901710.20836,2.00186402121545,5.50880124005056,32021453325.6329,53481102994.5254,31390741102.0964,1947168,2029.71997296334
"HR",2009,2000.80648475853,4305181,51265522910.4937,11612837392.9149,6782336427.8285,-7.19344475945697,2.97902052803734,30210903672.4003,49383258242.9838,29204267175.6517,1937891,1978.14904217958
"HR",2010,2023.7000799178,4295427,50638145959.7853,10816436081.505,6548764738.87623,-1.22377948198006,0.928239618538711,30386551287.6873,48941095589.9044,28863691506.5053,1926284,2015.88041707335
"HR",2011,2008.36693686494,4280622,50594286347.9332,10898815741.1521,6860815479.16155,-0.0866137790411159,1.66786568190358,30535988417.6103,48967281357.6919,29001077550.4809,1912496,2012.46322786196
"HR",2012,1979.17203688945,4267558,49414598778.6684,10445178842.2672,6675516684.36752,-2.33166164485877,1.41490590512636,29618882673.5193,47767429273.9001,28742055687.4887,1898807,1992.13370769417
"HR",2013,1950.10138143624,4255689,49218013834.1149,10151079124.2313,6205321236.53892,-0.397827665127963,0.741443367666534,29280580527.7596,48279273073.6397,29359210792.5394,1885015,1958.03398344728
"HR",2014,1892.23895421852,4238389,49006691081.5331,10201559548.4312,6239308666.31551,-0.429360585931065,0.150841147922293,29260686590.022,48284206881.0074,29984003091.3355,1868155,1914.94052768256
"HR",2015,1962.49845872817,4203604,50242783066.1173,10347891985.699,6408029325.8746,2.52229227745192,0.0810121247573932,29899670059.9178,50518064215.4734,30747236512.0517,1843070,1936.97172095148
"HR",2016,2003.34141621129,4174349,52031104329.2995,10713863687.9167,6696928049.00962,3.55935948219432,-0.0639729462596961,30930866527.9252,51126064590.51,31310428678.9108,1819891,1984.00908203848
"HR",2017,2038.29326484018,4124531,53806649022.2,10870121326.943,6853781594.36239,3.41246782244569,1.16417126397785,32175089078.1933,53686200292.6577,31855425866.6283,1787283,2041.93627529255
"HR",2018,2074.74646118721,4087843,55313599034.9693,10983631608.1433,6802782372.39428,2.80067619923238,2.02349950926042,32987704336.362,55085318613.351,32694179863.4649,1759939,2068.24792364504
"HR",2019,2039.59360730594,4065253,57205880317.0277,11401361315.9687,6807231370.75452,3.42100553041595,2.00033365779728,34072074454.0684,57253806822.9624,34367664300.3969,1738221,2054.3819511231
"HR",2020,1927.56289954338,4047680,52297419557.6084,10830983586.2552,6309297969.05344,-8.58034302106218,0.734131433001721,31296294891.4755,53615987382.0658,31141560444.7824,1718119,1974.94445628332
"HR",2021,2072.23904109589,3899000,59133845410.8868,11701084760.3012,6742339853.07003,13.0722049215979,2.03495600097932,35717783757.6271,59652225309.4577,35666242638.4719,1642337,2059.92844093695
